"scenario","change.year","ramp","cmult","mmult","mselxlab","imult","ssbrho"
"Sudden Mmults",2015,0,1,4.4,"All Ages",1,-0.104193653477842
"Ramp4 Mmults",1995,4,1,2,"All Ages",1,0.169776560739338
"Ramp4 Mmults",1995,4,1,3,"All Ages",1,-0.142646379173211
"Ramp4 Mmults",1995,4,1,4,"All Ages",1,-0.382538108434471
"Ramp4 Mmults",1995,4,1,5,"All Ages",1,-0.55130423187032
"Ramp4 Mmults",1995,4,1,6,"All Ages",1,-0.648960029918768
"Ramp4 Mmults",1995,4,1,7,"All Ages",1,-0.703001461133757
"Ramp4 Mmults",1995,4,1,8,"All Ages",1,-0.738173931427622
"Ramp4 Mmults",1995,4,1,9,"All Ages",1,-0.757578476688459
"Ramp4 Mmults",1995,4,1,10,"All Ages",1,-0.772853215740293
"Ramp4 Mmults",2000,4,1,2,"All Ages",1,0.134883914963543
"Ramp4 Mmults",2000,4,1,3,"All Ages",1,-0.220046021102184
"Ramp4 Mmults",2000,4,1,4,"All Ages",1,-0.479281276491962
"Ramp4 Mmults",2000,4,1,5,"All Ages",1,-0.641645173058143
"Ramp4 Mmults",2000,4,1,6,"All Ages",1,-0.727097818641439
"Ramp4 Mmults",2000,4,1,7,"All Ages",1,-0.774245839328248
"Ramp4 Mmults",2000,4,1,8,"All Ages",1,-0.802677201244796
"Ramp4 Mmults",2000,4,1,9,"All Ages",1,-0.824041210228797
"Ramp4 Mmults",2000,4,1,10,"All Ages",1,-0.846013239173791
"Ramp4 Mmults",2005,4,1,2,"All Ages",1,0.108303005143552
"Ramp4 Mmults",2005,4,1,3,"All Ages",1,-0.303579304633238
"Ramp4 Mmults",2005,4,1,4,"All Ages",1,-0.575838452561773
"Ramp4 Mmults",2005,4,1,5,"All Ages",1,-0.724807045594183
"Ramp4 Mmults",2005,4,1,6,"All Ages",1,-0.797264873316389
"Ramp4 Mmults",2005,4,1,7,"All Ages",1,-0.835313329341702
"Ramp4 Mmults",2005,4,1,8,"All Ages",1,-0.710826595125646
"Ramp4 Mmults",2005,4,1,9,"All Ages",1,-0.494173854697035
"Ramp4 Mmults",2005,4,1,10,"All Ages",1,-0.904482280359502
"Ramp4 Mmults",2010,4,1,2,"All Ages",1,0.107376250565825
"Ramp4 Mmults",2010,4,1,3,"All Ages",1,-0.34400547379975
"Ramp4 Mmults",2010,4,1,4,"All Ages",1,-0.643190989478576
"Ramp4 Mmults",2010,4,1,5,"All Ages",1,-0.782427040602361
"Ramp4 Mmults",2010,4,1,6,"All Ages",1,-0.842563740694188
"Ramp4 Mmults",2010,4,1,7,"All Ages",1,-0.873721849062356
"Ramp4 Mmults",2010,4,1,8,"All Ages",1,-0.89838308106211
"Ramp4 Mmults",2010,4,1,9,"All Ages",1,-0.920112413764522
"Ramp4 Mmults",2010,4,1,10,"All Ages",1,-0.937356377434881
"Ramp4 Mmults",2013,4,1,2,"All Ages",1,0.175716399494043
"Ramp4 Mmults",2013,4,1,3,"All Ages",1,-0.273226794163636
"Ramp4 Mmults",2013,4,1,4,"All Ages",1,-0.607151543719521
"Ramp4 Mmults",2013,4,1,5,"All Ages",1,-0.789555571120889
"Ramp4 Mmults",2013,4,1,6,"All Ages",1,-0.861618926006895
"Ramp4 Mmults",2013,4,1,7,"All Ages",1,-0.894941620753751
"Ramp4 Mmults",2013,4,1,8,"All Ages",1,-0.917415200225425
"Ramp4 Mmults",2013,4,1,9,"All Ages",1,-0.933789276762498
"Ramp4 Mmults",2013,4,1,10,"All Ages",1,-0.91648410229759
"Ramp4 Mmults",2015,4,1,2,"All Ages",1,0.381171727348249
"Ramp4 Mmults",2015,4,1,3,"All Ages",1,-0.0999884647934035
"Ramp4 Mmults",2015,4,1,4,"All Ages",1,-0.434417274051647
"Ramp4 Mmults",2015,4,1,5,"All Ages",1,-0.686668420956021
"Ramp4 Mmults",2015,4,1,6,"All Ages",1,-0.814302141079754
"Ramp4 Mmults",2015,4,1,7,"All Ages",1,-0.871240632464852
"Ramp4 Mmults",2015,4,1,8,"All Ages",1,-0.894412527010838
"Ramp4 Mmults",2015,4,1,9,"All Ages",1,-0.903207970109781
"Ramp4 Mmults",2015,4,1,10,"All Ages",1,-0.952757071668425
"Ramp4 Mmults",2000,4,1,2.1,"All Ages",1,0.0922983198371856
"Ramp4 Mmults",2000,4,1,2.2,"All Ages",1,0.0522595044639433
"Ramp4 Mmults",2000,4,1,2.3,"All Ages",1,0.0141000364109329
"Ramp4 Mmults",2000,4,1,2.4,"All Ages",1,-0.0225146610518134
"Ramp4 Mmults",2005,4,1,2.1,"All Ages",1,0.0585685011868077
"Ramp4 Mmults",2005,4,1,2.2,"All Ages",1,0.0116745439373635
"Ramp4 Mmults",2005,4,1,2.3,"All Ages",1,-0.0331174429775016
"Ramp4 Mmults",2005,4,1,2.4,"All Ages",1,-0.0760318623750361
"Ramp4 Mmults",2010,4,1,2.1,"All Ages",1,0.0531683583585682
"Ramp4 Mmults",2010,4,1,2.2,"All Ages",1,0.00214828726778188
"Ramp4 Mmults",2010,4,1,2.3,"All Ages",1,-0.0463301724145612
"Ramp4 Mmults",2010,4,1,2.4,"All Ages",1,-0.0928181447399234
"Ramp4 Mmults",2013,4,1,2.1,"All Ages",1,0.119174525996972
"Ramp4 Mmults",2013,4,1,2.2,"All Ages",1,0.0672785484804443
"Ramp4 Mmults",2013,4,1,2.3,"All Ages",1,0.0187070934913954
"Ramp4 Mmults",2013,4,1,2.4,"All Ages",1,-0.0273013739778429
"Ramp4 Mmults",2015,4,1,2.6,"All Ages",1,0.055959092282429
"Ramp4 Mmults",2015,4,1,2.7,"All Ages",1,0.0146556268499126
"Ramp4 Mmults",2015,4,1,2.8,"All Ages",1,-0.0248957431776532
"Ramp4 Mmults",2015,4,1,2.9,"All Ages",1,-0.0630217377896901
"Ramp9 Mmults",1995,9,1,2,"All Ages",1,0.176682408695338
"Ramp9 Mmults",1995,9,1,3,"All Ages",1,-0.11440114833083
"Ramp9 Mmults",1995,9,1,4,"All Ages",1,-0.339552736607363
"Ramp9 Mmults",1995,9,1,5,"All Ages",1,-0.508008844967975
"Ramp9 Mmults",1995,9,1,6,"All Ages",1,-0.61321631423577
"Ramp9 Mmults",1995,9,1,7,"All Ages",1,-0.672883301157363
"Ramp9 Mmults",1995,9,1,8,"All Ages",1,-0.613215205055805
"Ramp9 Mmults",1995,9,1,9,"All Ages",1,-0.740402042294653
"Ramp9 Mmults",1995,9,1,10,"All Ages",1,26.386098610674
"Ramp9 Mmults",2000,9,1,2,"All Ages",1,0.150847663544332
"Ramp9 Mmults",2000,9,1,3,"All Ages",1,-0.183758221963313
"Ramp9 Mmults",2000,9,1,4,"All Ages",1,-0.434548953169166
"Ramp9 Mmults",2000,9,1,5,"All Ages",1,-0.39815920031467
"Ramp9 Mmults",2000,9,1,6,"All Ages",1,-0.693686593605732
"Ramp9 Mmults",2000,9,1,7,"All Ages",1,-0.745412735256348
"Ramp9 Mmults",2000,9,1,8,"All Ages",1,-0.780464338975095
"Ramp9 Mmults",2000,9,1,9,"All Ages",1,-0.798820430801813
"Ramp9 Mmults",2000,9,1,10,"All Ages",1,-0.81836560048153
"Ramp9 Mmults",2005,9,1,2,"All Ages",1,0.118721569740541
"Ramp9 Mmults",2005,9,1,3,"All Ages",1,-0.264120207115233
"Ramp9 Mmults",2005,9,1,4,"All Ages",1,-0.530683657715198
"Ramp9 Mmults",2005,9,1,5,"All Ages",1,-0.687263380867501
"Ramp9 Mmults",2005,9,1,6,"All Ages",1,-0.769830250097834
"Ramp9 Mmults",2005,9,1,7,"All Ages",1,-0.810294197833848
"Ramp9 Mmults",2005,9,1,8,"All Ages",1,-0.837061404865752
"Ramp9 Mmults",2005,9,1,9,"All Ages",1,-0.860109587781136
"Ramp9 Mmults",2005,9,1,10,"All Ages",1,-0.882190597911127
"Ramp9 Mmults",2010,9,1,2,"All Ages",1,0.105881538197183
"Ramp9 Mmults",2010,9,1,3,"All Ages",1,-0.328047343036696
"Ramp9 Mmults",2010,9,1,4,"All Ages",1,-0.614075958186563
"Ramp9 Mmults",2010,9,1,5,"All Ages",1,-0.757353739952021
"Ramp9 Mmults",2010,9,1,6,"All Ages",1,-0.823760164845016
"Ramp9 Mmults",2010,9,1,7,"All Ages",1,-0.858609656903067
"Ramp9 Mmults",2010,9,1,8,"All Ages",1,-0.882863153535011
"Ramp9 Mmults",2010,9,1,9,"All Ages",1,-0.905524005111515
"Ramp9 Mmults",2010,9,1,10,"All Ages",1,-0.924789691915809
"Ramp9 Mmults",2013,9,1,2,"All Ages",1,0.13373633393654
"Ramp9 Mmults",2013,9,1,3,"All Ages",1,-0.313545809814136
"Ramp9 Mmults",2013,9,1,4,"All Ages",1,-0.630320533621499
"Ramp9 Mmults",2013,9,1,5,"All Ages",1,-0.785963090012805
"Ramp9 Mmults",2013,9,1,6,"All Ages",1,-0.849212215417932
"Ramp9 Mmults",2013,9,1,7,"All Ages",1,-0.88006964753384
"Ramp9 Mmults",2013,9,1,8,"All Ages",1,-0.903811507038758
"Ramp9 Mmults",2013,9,1,9,"All Ages",1,-0.924768084964964
"Ramp9 Mmults",2013,9,1,10,"All Ages",1,-0.94182058993244
"Ramp9 Mmults",2015,9,1,2,"All Ages",1,0.205461080517751
"Ramp9 Mmults",2015,9,1,3,"All Ages",1,-0.239340162438339
"Ramp9 Mmults",2015,9,1,4,"All Ages",1,-0.575271671979365
"Ramp9 Mmults",2015,9,1,5,"All Ages",1,-0.772255040961209
"Ramp9 Mmults",2015,9,1,6,"All Ages",1,-0.853689109261701
